"Notes"	"State"	"State Code"	"County"	"County Code"	"Year"	"Year Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error	% of Total Deaths
	"Idaho"	"16"	"Washington County, ID"	"16087"	"2009"	"2009"	"25-34 years"	"25-34"	0	960	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Washington County, ID"	"16087"	"2009"	"2009"	"35-44 years"	"35-44"	Suppressed	1094	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Washington County, ID"	"16087"	"2009"	"2009"	"45-54 years"	"45-54"	Suppressed	1415	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Washington County, ID"	"16087"	"2009"	"2009"	"55-64 years"	"55-64"	Suppressed	1465	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Washington County, ID"	"16087"	"2009"	"2009"	"65-74 years"	"65-74"	13	1134	Unreliable	610.4	1960.4	317.9	0.0%
	"Idaho"	"16"	"Washington County, ID"	"16087"	"2009"	"2009"	"75-84 years"	"75-84"	20	622	3215.4	1964.1	4966.0	719.0	0.0%
	"Idaho"	"16"	"Washington County, ID"	"16087"	"2009"	"2009"	"85+ years"	"85+"	38	288	13194.4	9337.2	18110.4	2140.4	0.0%
	"Idaho"	"16"	"Washington County, ID"	"16087"	"2009"	"2009"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Washington County, ID"	"16087"	"2010"	"2010"	"< 1 year"	"1"	0	98	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Washington County, ID"	"16087"	"2010"	"2010"	"1-4 years"	"1-4"	0	477	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Washington County, ID"	"16087"	"2010"	"2010"	"5-14 years"	"5-14"	0	1469	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Washington County, ID"	"16087"	"2010"	"2010"	"15-24 years"	"15-24"	Suppressed	1133	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Washington County, ID"	"16087"	"2010"	"2010"	"25-34 years"	"25-34"	Suppressed	938	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Washington County, ID"	"16087"	"2010"	"2010"	"35-44 years"	"35-44"	Suppressed	1130	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Washington County, ID"	"16087"	"2010"	"2010"	"45-54 years"	"45-54"	10	1398	Unreliable	343.0	1315.5	226.2	0.0%
	"Idaho"	"16"	"Washington County, ID"	"16087"	"2010"	"2010"	"55-64 years"	"55-64"	11	1464	Unreliable	375.1	1344.4	226.5	0.0%
	"Idaho"	"16"	"Washington County, ID"	"16087"	"2010"	"2010"	"65-74 years"	"65-74"	16	1144	Unreliable	799.4	2271.2	349.7	0.0%
	"Idaho"	"16"	"Washington County, ID"	"16087"	"2010"	"2010"	"75-84 years"	"75-84"	35	657	5327.2	3710.6	7408.9	900.5	0.0%
	"Idaho"	"16"	"Washington County, ID"	"16087"	"2010"	"2010"	"85+ years"	"85+"	40	290	13793.1	9853.9	18782.3	2180.9	0.0%
	"Idaho"	"16"	"Washington County, ID"	"16087"	"2010"	"2010"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Washington County, ID"	"16087"	"2011"	"2011"	"< 1 year"	"1"	0	110	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Washington County, ID"	"16087"	"2011"	"2011"	"1-4 years"	"1-4"	0	442	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Washington County, ID"	"16087"	"2011"	"2011"	"5-14 years"	"5-14"	Suppressed	1453	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Washington County, ID"	"16087"	"2011"	"2011"	"15-24 years"	"15-24"	Suppressed	1145	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Washington County, ID"	"16087"	"2011"	"2011"	"25-34 years"	"25-34"	Suppressed	914	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Washington County, ID"	"16087"	"2011"	"2011"	"35-44 years"	"35-44"	Suppressed	1135	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Washington County, ID"	"16087"	"2011"	"2011"	"45-54 years"	"45-54"	11	1377	Unreliable	398.8	1429.3	240.9	0.0%
	"Idaho"	"16"	"Washington County, ID"	"16087"	"2011"	"2011"	"55-64 years"	"55-64"	11	1505	Unreliable	364.9	1307.8	220.4	0.0%
	"Idaho"	"16"	"Washington County, ID"	"16087"	"2011"	"2011"	"65-74 years"	"65-74"	14	1202	Unreliable	636.8	1954.2	311.3	0.0%
	"Idaho"	"16"	"Washington County, ID"	"16087"	"2011"	"2011"	"75-84 years"	"75-84"	31	686	4519.0	3070.4	6414.3	811.6	0.0%
	"Idaho"	"16"	"Washington County, ID"	"16087"	"2011"	"2011"	"85+ years"	"85+"	50	286	17482.5	12975.9	23048.6	2472.4	0.0%
	"Idaho"	"16"	"Washington County, ID"	"16087"	"2011"	"2011"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Washington County, ID"	"16087"	"2012"	"2012"	"< 1 year"	"1"	0	99	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Washington County, ID"	"16087"	"2012"	"2012"	"1-4 years"	"1-4"	0	407	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Washington County, ID"	"16087"	"2012"	"2012"	"5-14 years"	"5-14"	0	1431	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Washington County, ID"	"16087"	"2012"	"2012"	"15-24 years"	"15-24"	0	1206	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Washington County, ID"	"16087"	"2012"	"2012"	"25-34 years"	"25-34"	Suppressed	872	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Washington County, ID"	"16087"	"2012"	"2012"	"35-44 years"	"35-44"	Suppressed	1099	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Washington County, ID"	"16087"	"2012"	"2012"	"45-54 years"	"45-54"	Suppressed	1311	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Washington County, ID"	"16087"	"2012"	"2012"	"55-64 years"	"55-64"	10	1518	Unreliable	315.9	1211.5	208.3	0.0%
	"Idaho"	"16"	"Washington County, ID"	"16087"	"2012"	"2012"	"65-74 years"	"65-74"	23	1203	1911.9	1212.0	2868.8	398.7	0.0%
	"Idaho"	"16"	"Washington County, ID"	"16087"	"2012"	"2012"	"75-84 years"	"75-84"	24	655	3664.1	2347.7	5451.9	747.9	0.0%
	"Idaho"	"16"	"Washington County, ID"	"16087"	"2012"	"2012"	"85+ years"	"85+"	45	298	15100.7	11014.6	20205.9	2251.1	0.0%
	"Idaho"	"16"	"Washington County, ID"	"16087"	"2012"	"2012"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Washington County, ID"	"16087"	"2013"	"2013"	"< 1 year"	"1"	0	91	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Washington County, ID"	"16087"	"2013"	"2013"	"1-4 years"	"1-4"	Suppressed	395	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Washington County, ID"	"16087"	"2013"	"2013"	"5-14 years"	"5-14"	0	1353	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Washington County, ID"	"16087"	"2013"	"2013"	"15-24 years"	"15-24"	Suppressed	1211	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Washington County, ID"	"16087"	"2013"	"2013"	"25-34 years"	"25-34"	Suppressed	871	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Washington County, ID"	"16087"	"2013"	"2013"	"35-44 years"	"35-44"	0	1061	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Washington County, ID"	"16087"	"2013"	"2013"	"45-54 years"	"45-54"	Suppressed	1248	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Washington County, ID"	"16087"	"2013"	"2013"	"55-64 years"	"55-64"	Suppressed	1500	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
